id,order,category_id,ka,en,ru,price,vegetarian,topRated,soldOut,description_ka,description_en,description_ru,story_ka,story_en
dish_0053,50,cat_0004,ხაჭაპური მეგრული,Megrelian Khachapuri,Мегрельский хачапури,25,FALSE,FALSE,FALSE,"ცომი, იმერული ყველი, სულგუნი, კარაქი, კვერცხი","Dough, Imeretian cheese, Sulguni cheese, butter, egg",,"Double the cheese, double the joy! Similar to Imeretian, but topped with an extra layer of cheese before baking. It creates a golden, bubbly crust that cheese lovers adore.","ორმაგი ყველი, ორმაგი სიამოვნება! ზემოდან მოყრილი სულგუნი ცხვება და ქმნის ოქროსფერ, ხრაშუნა ქერქს. ყველის მოყვარულთა არჩევანი."
dish_0054,60,cat_0004,ხაჭაპური აჭარული (ცომგამოცლილი),Adjarian Khachapuri (dough-rolled),Аджарский Хачапури (раскатанный в тесте),24,FALSE,FALSE,FALSE,,,,"A variation of the famous boat shape. The dough is rolled thinner for a crispier texture, focusing more on the filling of cheese, butter, and egg.","აჭარულის თანამედროვე ვერსია. გაბრტყელებული ცომი, ნაკლები ყუა და უფრო ხრაშუნა ტექსტურა - მათთვის, ვისაც მეტი გულსართი უყვარს."
dish_0055,70,cat_0004,ხაჭაპური აჭარული,Adjarian Khachapuri,Аджарский хачапури,22,FALSE,FALSE,FALSE,"ცომი, ყველის ნაზავი (იმერული/სულგუნი), კვერცხი, კარაქი","Dough, mixed cheese (Imeretian/Sulguni), egg, butter",,The boat-shaped icon. Filled with cheese and topped with a raw egg and a stick of butter. You mix it all together before eating. It represents the sun (egg) and the sea (cheese).,"მზე და ზღვა თეფშზე. ნავის ფორმის ცომი, ყველი, კარაქი და კვერცხი. მირთმევის რიტუალი - ყველაფრის არევა - კერძს კიდევ უფრო გემრიელს ხდის."
dish_0056,80,cat_0004,ხაჭაპური შამფურზე,Khachapuri on a skewer,Хачапури на вертеле,30,FALSE,FALSE,FALSE,,,,"A feat of engineering! Cheese is threaded onto a skewer, wrapped in dough, and grilled. The result is a smoky, crispy tube of dough with a molten cheese center.",გემრიელი ინჟინერია. შამფურზე დახვეული ცომი და სულგუნი. მაყალზე მომზადებული ხაჭაპური კვამლის არომატით - დაუვიწყარი სანახაობა და გემო.
dish_0057,90,cat_0004,ხაჭაპური საფირმო,Khachapuri Sapirmo,Хачапури Сапирмо,30,FALSE,FALSE,FALSE,,,,"A special variation, often larger or with a different dough layering technique. 'Sapirmo' implies it's fit for a feast, designed to impress with its size and flavor.","სადღესასწაულო ხაჭაპური. დიდი ზომის, მდიდრული გულსართით - შექმნილია იმისთვის, რომ სუფრაზე მთავარი ადგილი დაიკავოს."
dish_0058,100,cat_0004,ლობიანი,Lobiani,Лобиани,18,FALSE,FALSE,FALSE,"ცომი, ლობიო, ხახვი, სუნელები, ზეთი/ღორის ქონი","Dough, kidney beans, onions, spices, oil/pork fat",,"A bean-filled bread from Racha. Mashed kidney beans, seasoned with ham or bacon fat, are stuffed into the dough. It’s a savory, hearty alternative to cheese bread.","რაჭული ტრადიცია. ლობიოს გულსართით და ღორის ქონით შეკაზმული ცომი. ნოყიერი და არომატული, განსაკუთრებით კარგია ზამთარში."
dish_0059,110,cat_0004,აჭარული ლობიანი,Adjarian Lobiani,Аджарский Лобиани,20,FALSE,FALSE,FALSE,,,,"Lobiani shaped like an Adjarian Khachapuri boat. Instead of cheese, the open boat is filled with spicy bean mash, sometimes topped with butter or bacon for extra richness.","ლობიანი აჭარულად. ნავის ფორმაში გამომცხვარი ლობიო, ხშირად კარაქით ან შებოლილი ხორცით. საინტერესო ვიზუალი და ნაცნობი გემო."
dish_0060,120,cat_0004,აჩმა,Achma,Ачма,10,FALSE,FALSE,FALSE,,,,"The Georgian lasagna. Layers of boiled dough and cheese are baked together to create a fluffy, buttery, cheesy casserole. It’s distinct from other Khachapuris due to its unique texture.","ქართული ლაზანია. ფენებად ჩაწყობილი მოხარშული ცომი და ყველი. ფუმფულა, კარაქიანი და ძალიან ნოყიერი - აჭარული სამზარეულოს სიამაყე."
dish_0061,130,cat_0004,ღომი,Gomi,Гоми,10,FALSE,FALSE,FALSE,"ღერღილი, სიმინდის ფქვილი, წყალი","Coarse cornmeal (gherghili), fine cornmeal, water",,"The staple of Western Georgia (Samegrelo). A hot porridge made from white cornmeal. Neutral in flavor, it is the perfect canvas for melting strips of Sulguni cheese.","სამეგრელოს სავიზიტო ბარათი. ღერღილის ფაფა, რომელშიც სულგუნის ფირფიტები დნება. ცხელი ღომი და ცივი ყველი - კონტრასტი, რომელიც ყველას უყვარს."
dish_0062,140,cat_0004,პილმენი,Dumplings,Пельмени,18,FALSE,FALSE,FALSE,,,,"Likely 'Pelmeni' or similar. Small pockets of dough filled with meat, boiled and served with butter or sour cream. A comfort food that warms the soul.","პელმენი - კომფორტული საკვები. ხორცის პატარა გუნდები ცომში, მოხარშული და მირთმეული კარაქთან ან არაჟანთან ერთად."
dish_0063,150,cat_0004,ელარჯი,Elarji,Эларджи,20,FALSE,FALSE,FALSE,"ღერღილი, სიმინდის ფქვილი, სულგუნი, წყალი","Coarse cornmeal, fine cornmeal, Sulguni cheese, water",,"A mesmerizing dish of Gomi mixed with excessive amounts of Sulguni cheese until it becomes a single, super-stretchy mass. Watching it being served is a show in itself!","სანახაობრივი კერძი! ღომისა და სულგუნის ნაზავი, რომელიც იმდენ ხანს იზილება, სანამ ერთ მთლიან, წელვად მასად არ იქცევა. მეგრული მასპინძლობის პიკი."
dish_0064,160,cat_0004,პიცა მარგარიტა,Pizza Margherita,Пицца Маргарита,26,FALSE,FALSE,FALSE,"პიცის ცომი, ტომატის სოუსი, ყველი მოცარელა, ცოცხალი ბაზილიკი, ზეითუნის ზეთი","Pizza dough, tomato sauce, mozzarella cheese, fresh basil, olive oil",,"The queen of pizzas. Named after Queen Margherita of Savoy, it features the colors of the Italian flag: red tomatoes, white mozzarella, and green basil. Simple and perfect.","იტალიური დროშის ფერები. პომიდორი, მოცარელა და ბაზილიკი. სიმარტივეშია გენიალობა - პიცა, რომელიც ყველას უყვარს."
dish_0065,170,cat_0004,პიცა პეპერონი,Pizza Pepperoni,Пицца Пепперони,28,FALSE,FALSE,FALSE,"პიცის ცომი, ტომატის სოუსი, ყველი მოცარელა, ძეხვი პეპერონი","Pizza dough, tomato sauce, mozzarella cheese, pepperoni salami",,"A favorite worldwide. Spicy salami slices atop cheese and tomato sauce. The oils from the pepperoni seep into the cheese, creating a spicy, savory kick.","პიკანტური არჩევანი. ცხარე ძეხვი, ყველი და ტომატის სოუსი. მსოფლიოში ერთ-ერთი ყველაზე პოპულარული პიცა."
dish_0066,180,cat_0004,პიცა სამარხვო,Lenten pizza,Постная пицца,22,FALSE,FALSE,FALSE,,,,"A plant-based pizza for fasting days. Loaded with vegetables, mushrooms, and olives, typically without cheese, showing that vegan food can be just as delicious.","სამარხვო, მაგრამ გემრიელი. ბოსტნეულით, სოკოთი და ზეთისხილით დახუნძლული პიცა, რომელიც ამტკიცებს, რომ უყველოდაც შეიძლება გემრიელი იყოს."
dish_0067,190,cat_0004,პიცა პროშუტო,Pizza Prosciutto,Пицца Прошутто,30,FALSE,FALSE,FALSE,,,,For the connoisseur. Topped with thin slices of cured ham (prosciutto). The salty ham contrasts beautifully with the melted cheese and tomato base.,დახვეწილი გემო. თხლად დაჭრილი პროშუტო (გამოყვანილი ლორი) პიცას განსაკუთრებულ არომატს და მარილიანობას სძენს.
dish_0068,200,cat_0004,პიცა 4 ყველით,Pizza with 4 cheeses,Пицца с 4 сырами,32,FALSE,FALSE,FALSE,,,,"Quattro Formaggi. A rich blend of four distinct cheeses—usually Mozzarella, Gorgonzola, Parmesan, and a mild melting cheese. A creamy, decadent dream.","ყველის მოყვარულთა ოცნება. ოთხი სახეობის ყველის ნაზავი - ნაღებიანი, ცხარე და არომატული გემოების სიმფონია."
dish_0069,210,cat_0004,ბლინები ხორცით,Pancakes with meat,Блинчики с мясом,17,FALSE,FALSE,FALSE,,,,"Thin crêpes rolled with a savory ground meat filling. Fried until golden, they are a popular appetizer or breakfast item, often served with sour cream.",ბლინები ხორცით. თხელი ცომი და შეკაზმული ხორცის გულსართი. შემწვარი ოქროსფრად - იდეალურია არაჟანთან.
dish_0070,220,cat_0004,კუბდარი,Kubdari,Кубдари,30,FALSE,FALSE,FALSE,"ცომი, საქონლის/ღორის ხორცი, ხახვი, სვანური მარილი, გიცრული, ნიორი","Dough, beef/pork meat, onions, Svanetian salt, gitsruli (wild caraway), garlic",,"The meat pie of Svaneti. Dough filled with chunks of meat (beef, pork, or lamb) and spiced with 'Gitsruli', a unique mountain herb. It’s spicy, hearty, and ancient.","სვანეთის სიამაყე. ხორციანი ღვეზელი, შეკაზმული უნიკალური სუნელით - გიცრულით. ცხარე, არომატული და ძალიან ვაჟკაცური კერძი."
dish_0071,10,cat_0005,ხინკალი ქალაქური,Khinkali kalakuri,Хинкали калакури,2.5,FALSE,FALSE,FALSE,"ცომი, შერეული ფარში (საქონელი/ღორი), ხახვი, ქინძი, მარილი, შავი პილპილი","Dough, mixed ground meat (beef/pork), onions, fresh cilantro, salt, black pepper",,The urban version of the famous dumpling. Filled with meat (beef/pork) and fresh herbs like cilantro. The 'Kalakuri' (city style) is the most popular variety in Tbilisi.,თბილისური კლასიკა. ხორცით და მწვანილებით (ქინძი) სავსე ხინკალი. ყველაზე პოპულარული არჩევანი ქალაქში.
dish_0072,20,cat_0005,ხინკალი მთიულური,Khinkali mtiuluri,Хинкали мтиулури,2.5,FALSE,FALSE,FALSE,"ცომი, ფარში (საქონელი/ღორი/ცხვარი), ხახვი, მარილი, შავი პილპილი, ძირა","Dough, ground meat (beef/pork/lamb), onions, salt, black pepper, cumin",,"The mountain version. Meat filling (often lamb or beef) with no herbs, just onions, salt, pepper, and sometimes cumin. It offers a purer, more rugged meat flavor.","მთის მკაცრი გემო. ხინკალი მხოლოდ ხორცით, ხახვითა და პილპილით, მწვანილის გარეშე. ხორცის სუფთა არომატი."
dish_0073,30,cat_0005,ხინკალი სოკოსი,Mushroom khinkali,Грибные хинкали,2.5,FALSE,FALSE,FALSE,"ცომი, სოკო, ხახვი, ცოცხალი მწვანილი, მარილი, პილპილი","Dough, mushrooms, onions, fresh herbs, salt, pepper",,"A vegetarian delight. Filled with finely chopped mushrooms and herbs. They are juicy and flavorful, proving that Khinkali doesn't need meat to be delicious.","ვეგეტარიანული, მაგრამ ძალიან გემრიელი. სოკოსა და მწვანილის გულსართით. იმდენად წვნიანია, რომ ხორცის მოყვარულებსაც მოსწონთ."
dish_0074,40,cat_0005,ხინკალი ყველის,Cheese khinkali,Сырные хинкали,2.5,FALSE,FALSE,FALSE,"ცომი, იმერული ყველი/სულგუნი, კარაქი","Dough, Imeretian/Sulguni cheese, butter",,"Filled with melting cheese (usually Imeretian or Sulguni mixed with butter/curd). They are rich and comforting, a favorite for those who love dairy.",ხაჭაპურისა და ხინკლის ჰიბრიდი. გამდნარი ყველის გულსართი ცომის პარკში. მდიდარი და ნოყიერი.
dish_0075,10,cat_0006,აჯიკა,Adjika,Аджика,4,FALSE,FALSE,FALSE,"წითელი წიწაკა, ნიორი, ხმელი ქინძი, უცხო სუნელი, მარილი","Red chili peppers, garlic, dry coriander, blue fenugreek, salt",,"A spicy red pepper paste from Samegrelo and Abkhazia. Made with peppers, garlic, and herbs. It’s not just a sauce; it’s a flavor bomb added to stews, meats, and marinades.","მეგრული ცხარე ლეგენდა. წიწაკის, ნივრისა და სუნელების პასტა. ეს არ არის უბრალოდ სოუსი, ეს არის გემოს გამაძლიერებელი ნებისმიერი კერძისთვის."
dish_0076,20,cat_0006,ტყემალი,Tkemali,Ткемали,4,FALSE,FALSE,FALSE,"ტყემალი, ნიორი, ომბალო, ცოცხალი ქინძი, კამა, მარილი, წითელი წიწაკა","Wild sour plums, garlic, pennyroyal (ombako), fresh coriander, dill, salt, red pepper",,The Georgian ketchup! A sour plum sauce made from wild plums. It’s rich in antioxidants and aids digestion. Essential with fried potatoes and meats.,ქართული კეტჩუპი! ველური ტყემლისგან მომზადებული მომჟავო საწებელი. შეუცვლელია შემწვარ კარტოფილთან და ხორცთან.
dish_0077,30,cat_0006,ქინძმარი,Kindzmari,Киндзмари,5,FALSE,FALSE,FALSE,,,,"A vinegar and cilantro sauce. Simple yet pungent, it is the base for 'Shkmeruli' or fish dishes, cutting through fat and adding a fresh, herbal acidic kick.","ძმრისა და ქინძის მარტივი, მაგრამ გენიალური ნაზავი. იდეალურად ანეიტრალებს თევზისა და ფრინველის ცხიმიანობას."
dish_0078,40,cat_0006,ბაჟე,Baje,Баже,20,FALSE,FALSE,FALSE,"ნიგოზი, ნიორი, წყალი/ბულიონი, ძმარი/ლიმონის წვენი, ყვითელი ყვავილი, უცხო სუნელი, ხმელი ქინძი, სუნელები","Walnuts, garlic, water/broth, vinegar/lemon juice, yellow flower (marigold), blue fenugreek, coriander, spices",,"A versatile walnut sauce. Ground walnuts, garlic, spices, and broth (or water) create a creamy sauce that pairs with everything from chicken to vegetables and fish.","ნიგვზის უნივერსალური საწებელი. უფრო თხელი ვიდრე საცივი, მაგრამ არანაკლებ გემრიელი. უხდება ყველაფერს - ქათამს, თევზს და ბოსტნეულს."
dish_0079,50,cat_0006,ტომატის საწებელი,Tomato sauce,Томатный соус,4,FALSE,FALSE,FALSE,,,,"A classic red sauce made from ripe tomatoes. Whether used for pasta or as a dip, its acidity and sweetness are the foundation of many great dishes.",კლასიკური წითელი საწებელი. პომიდვრის ბუნებრივი მჟავიანობა და სიტკბო - მრავალი კერძის საფუძველი.
dish_0080,60,cat_0006,კეტჩუპი,Ketchup,Кетчуп,4,FALSE,FALSE,FALSE,,,,"The world's most famous condiment. Sweet, tangy, and tomato-based. While not Georgian, it's a must-have for fries and casual dining.","მსოფლიო სტანდარტი. ტკბილი და არომატული პომიდვრის სოუსი, რომელიც განსაკუთრებით უყვართ ბავშვებს და ფრის მოყვარულებს."
dish_0081,70,cat_0006,მდოგვი,Mustard,Горчица,4,FALSE,FALSE,FALSE,,,,"Spicy and sharp. Used to add a kick to meats, sausages, and sandwiches. A little goes a long way in waking up the palate.",ცხარე და მძაფრი. მდოგვი ხორცის კერძებსა და სენდვიჩებს პიკანტურ ხასიათს სძენს.
dish_0082,80,cat_0006,სოიოს სოუსი,Soy sauce,Соевый соус,4,FALSE,FALSE,FALSE,,,,"A salty, umami-rich sauce of Asian origin. Fermented soybeans give it a depth of flavor that enhances marinades and stir-frys.","აზიური ნოტები. მარილიანი და უმამით სავსე სოუსი, რომელიც მარინადებსა და შემწვარ კერძებს სიღრმეს მატებს."
dish_0083,90,cat_0006,ტკბილ-ცხარე სოუსი,Sweet and spicy sauce,Сладко-острый соус,5,FALSE,FALSE,FALSE,,,,"A perfect balance of heat and sugar. Often chili-based, it adds a zesty glaze to meats and fried snacks, exciting the taste buds.","ტკბილ-ცხარე ბალანსი. იდეალურია შემწვარი ხორცისა და ფრინველისთვის, აღვიძებს გემოს რეცეპტორებს."
dish_0084,100,cat_0006,მაიონეზი,Mayonnaise,Майонез,4,FALSE,FALSE,FALSE,,,,"A creamy emulsion of oil and egg yolk. Rich and velvety, it’s a popular dressing for salads and a condiment for sandwiches and fries.","კრემოვანი და ნოყიერი. სოუსი, რომელიც სალათებს კრავს და სენდვიჩებს სირბილეს მატებს."
dish_0085,10,cat_0007,სუპ ხარჩო,Soup Kharcho,Суп Харчо,24,FALSE,FALSE,FALSE,"საქონლის ხორცი, ბრინჯი, ნიგოზი, ტყემალი/ტომატ-პასტა, ნიორი, ქინძი, ხმელი სუნელი, ცოცხალი მწვანილი","Beef, rice, walnuts, tkemali/tomato paste, garlic, coriander, khmeli suneli, fresh herbs",,"A rich, spicy beef soup with rice and pureed walnuts. Distinct from the stew 'Kharcho', this soup is sour (from Tkemali) and aromatic, a true winter warmer.","ზამთრის გამათბობელი. საქონლის ხორცის, ბრინჯისა და ტყემლის ცხარე წვნიანი. ნიგვზის არომატი მას განუმეორებელს ხდის."
dish_0086,20,cat_0007,ბორში,Borsh,Борш,22,FALSE,FALSE,FALSE,,,,"A beetroot soup of Ukrainian origin, widely loved in Georgia. Sweet and sour, packed with vegetables and often meat, served with a dollop of sour cream.","უკრაინული საჩუქარი ქართულ სუფრას. ჭარხლის წვნიანი ბოსტნეულით. მომჟავო-მოტკბო გემო, რომელსაც არაჟანი განსაკუთრებულად უხდება."
dish_0087,30,cat_0007,ქათმის სუპი,Chicken Soup,Куриный суп,20,FALSE,FALSE,FALSE,,,,"Golden broth with tender chicken pieces. Known as a restorative dish, often called 'Georgian Penicillin', it’s simple, comforting, and perfect for the soul.",ქართული პენიცილინი. ოქროსფერი ბულიონი ქათმის ხორცით - წამალი სულისა და სხეულისთვის.
dish_0088,40,cat_0007,ჩიხირთმა,Chicken Stew,Куриное рагу,22,FALSE,FALSE,FALSE,,,,Succulent chicken simmered with vegetables. A home-style dish that focuses on the natural flavors of the bird and the sweetness of stewed onions and carrots.,"ჩახოხბილის ნათესავი. ბოსტნეულთან ერთად მოთუშული ქათამი. სახლური გემო, რომელიც ბავშვობას გახსენებთ."
dish_0089,50,cat_0007,სოკოს კრემ-სუპი,Cream of Mushrooms,Грибной крем-суп,20,FALSE,FALSE,FALSE,,,,"Velvety and smooth. Pureed mushrooms and cream create a rich, earthy soup. Often served with croutons, it’s an elegant starter.",ევროპული დახვეწილობა. სოკოსა და ნაღების ხავერდოვანი წვნიანი. ელეგანტური დასაწყისი სადილისთვის.
dish_0090,60,cat_0007,ბოსტნეულის სუპი,Vegetable Soup,Овощной суп,18,FALSE,FALSE,FALSE,,,,"A light, vitamin-packed broth filled with seasonal veggies. It’s a healthy choice that offers the comfort of soup without the heaviness of cream or meat.",ვიტამინების ბუკეტი. მსუბუქი ბულიონი სეზონური ბოსტნეულით - ჯანსაღი და გემრიელი.
dish_0091,70,cat_0007,ხაშლამა,Khashlama,Хашлама,30,FALSE,FALSE,FALSE,,,,"Boiled beef brisket. A traditional feast dish from Kakheti. The meat is boiled until it falls apart, served simply with salt and parsley. Pure meat perfection.","კახური ნადიმი. დიდ ნაჭრებად მოხარშული საქონლის ხორცი. მარტივი, მაგრამ გენიალური კერძი, სადაც მთავარი ხორცის ხარისხია."
dish_0092,80,cat_0007,უხა,Ukha,Уха,25,FALSE,FALSE,FALSE,,,,"A clear Russian fish soup. Made with fresh fish, potatoes, and carrots. The broth is delicate and savory, highlighting the freshness of the catch.",მეთევზის წვნიანი. თევზის ნაჭრები გამჭვირვალე ბულიონში. მსუბუქი და სასარგებლო.
dish_0093,90,cat_0007,ხბოს ჩაქაფული,Chakapuli with Veal,Чакапули с телятиной,30,FALSE,FALSE,FALSE,"ხბოს ხორცი, ტარხუნა, მწვანე ხახვი, ქინძი, ტყემალი, თეთრი ღვინო, ნიორი","Veal, tarragon, green onions, fresh cilantro, tkemali (sour plum), white wine, garlic",,"The taste of Easter! Veal stewed with mountains of tarragon, green onions, and unripe plums (tkemali). The sour plums and herbs create a bright, distinctively spring flavor.","გაზაფხულის სიმბოლო. ხბოს ხორცი, მოთუშული ტარხუნასა და ტყემალში. მწვანე, არომატული და მომჟავო - აღდგომის გემო."
dish_0094,10,cat_0008,ხბოს ჩაშუშული,Veal stew,Тушеная телятина,28,FALSE,FALSE,FALSE,,,,"Tender veal pieces slow-cooked in a savory sauce. The collagen from the veal thickens the gravy, making it rich and sticky.","ნაზი ხბოს ხორცი სქელ საწებელში. ნელ ცეცხლზე მომზადებული, რათა ხორცი პირში დნებოდეს."
dish_0095,20,cat_0008,ოსტრი,Ostri,Остри,26,FALSE,FALSE,FALSE,"საქონლის ხორცი, პომიდორი, ხახვი, ნიორი, ქინძი, უცხო სუნელი, წიწაკა, მჟავე კიტრი","Beef, tomatoes, onions, garlic, coriander, blue fenugreek, chili pepper, pickles",,"Spicy beef stew. 'Ostri' literally means 'hot'. Chunks of beef are simmered in a thick, tomato-based sauce with pickles and spices. Bring plenty of bread for dipping!","სახელი ამბობს ყველაფერს. საქონლის ხორცი ცხარე, პომიდვრიან საწებელში. მოიმარაგეთ პური, რადგან თეფშის მოსუფთავება მოგინდებათ!"
dish_0096,30,cat_0008,მეგრული ხარჩო,Megrelian kharcho,Мегрельский харчо,28,FALSE,FALSE,FALSE,"საქონლის ხორცი, ნიგოზი, ნიორი, ტომატ-პასტა/პომიდორი, სუნელები, სიმინდის ფქვილი","Beef, walnuts, garlic, tomato paste/tomatoes, spices, cornmeal",,"The walnut stew. Unlike the soup, this is a thick curry-like dish with beef and a rich, spiced walnut sauce. It’s incredibly flavorful and usually very spicy.","ხარჩო სუპი არ გეგონოთ! ეს არის ხორცი ნიგვზის სქელ, ცხარე და არომატულ სოუსში. მეგრული სამზარეულოს შედევრი."
dish_0097,40,cat_0008,ბეფსტროგანოვი,Beef stroganoff,Бефстроганов,28,FALSE,FALSE,FALSE,,,,"A 19th-century Russian classic. Sautéed pieces of beef served in a sauce with smetana (sour cream). Named after the Stroganoff family, it’s creamy and comforting.","გრაფის კერძი. თხლად დაჭრილი საქონლის ხორცი ნაღებისა და არაჟნის სოუსში. რუსული კლასიკა, რომელიც მსოფლიომ შეიყვარა."
dish_0098,50,cat_0008,მადამ ბოვარი,Madame Bovary,Мадам Бовари,29,FALSE,FALSE,FALSE,,,,"A dish with a mysterious name, likely a baked meat and cheese delicacy. Named after Flaubert's character, suggesting something indulgent and perhaps a bit sinful.","იდუმალი და გემრიელი. სავარაუდოდ, გამომცხვარი ხორცისა და ყველის კერძი ფრანგული შარმით."
dish_0099,60,cat_0008,ტოლმა საქონლის/ცხვრის ხორცით ვაზის ფოთოლში,Tollama with beef/lamb in vine leaves,Толлама с говядиной/бараниной в виноградных листьях,23.00/25.00,FALSE,FALSE,FALSE,,,,Known as 'Dolma'. Minced meat and rice wrapped in tender grape leaves. Served with a garlic-yogurt sauce (Matsoni) to balance the savory filling.,"ტოლმა ვაზის ფოთოლში. ხორცისა და ბრინჯის შიგთავსი, გახვეული ნაზ ფოთლებში. მაწვნის სოუსი მას იდეალურად ასრულებს."
dish_0100,70,cat_0008,აჯაფსანდალი ყველით კეცზე,Ajapsandali with cheese on clay pan,Аджапсандали с сыром на глиняной сковороде,22,FALSE,FALSE,FALSE,,,,A baked twist on the classic. The vegetable stew is topped with cheese and baked in a ketsi until bubbling. The cheese adds a rich crust to the veggies.,"აჯაფსანდალი კეცზე. ბოსტნეულის რაგუ, რომელსაც ზემოდან ყველი ადნება. გამომცხვარი ყველი კერძს ახალ განზომილებას სძენს."
dish_0101,80,cat_0008,შემწვარი სულგუნი პომიდვრით კეცზე,Grilled sulguni with tomatoes on clay pan,Жареные сулгуни с помидорами на глиняной сковороде,22,FALSE,FALSE,FALSE,,,,"Simple brilliance. Slices of Sulguni and tomato are roasted together. The cheese melts and browns, while the tomatoes release their sweet juices.",სიმარტივის ზეიმი. შებრაწული სულგუნი და პომიდორი. ყველის წელვადი მასა და პომიდვრის წვენი - უგემრიელესია.
dish_0102,90,cat_0008,ოჯახური ღორის ხორცით,Odjakhuri with Pork meat,«Оджахури» со свининой,25,FALSE,FALSE,FALSE,"ღორის ხორცი, კარტოფილი, ხახვი, ნიორი, ქინძი, ზეთი, სუნელები","Pork, potatoes, onions, garlic, fresh cilantro, oil, spices",,"Ojakhuri' means 'family meal'. Fried potatoes and pork chunks tossed with onions and herbs. It’s a rustic, hearty one-pan dish meant to feed a hungry family.","ოჯახური - სახელი ყველაფერს ამბობს. შემწვარი კარტოფილი და ღორის ხორცი ხახვთან ერთად. კერძი, რომელიც ყველას აერთიანებს."
dish_0103,100,cat_0008,ოჯახური ხბოს ხორცით,Odjakhuri with Veal,«Оджахури» с телятиной,28,FALSE,FALSE,FALSE,,,,"A lighter version of the family classic. Tender veal replaces the pork, making the dish slightly less fatty but equally delicious with the crispy potatoes.","ოჯახურის მსუბუქი ვერსია. ნაზი ხბოს ხორცი და ხრაშუნა კარტოფილი. ნაკლებად ცხიმიანი, მაგრამ არანაკლებ გემრიელი."
dish_0104,110,cat_0008,ოჯახური სოკოთი,Odjakhuri with Mushrooms,«Оджахури» с грибами,22,FALSE,FALSE,FALSE,,,,"The vegetarian family meal. Meaty mushrooms replace the meat, fried with potatoes and onions. It’s so savory you won't miss the meat at all.","სამარხვო ოჯახური. სოკო წარმატებით ანაცვლებს ხორცს, კარტოფილთან და ხახვთან ერთად კი ქმნის სრულყოფილ გემოს."
dish_0105,120,cat_0008,ხბოს ნეკნი კეცზე აჯიკით,Veal ribs on ketzi with adjika,Телячьи ребрышки на кеци с аджикой,28,FALSE,FALSE,FALSE,,,,"Succulent ribs roasted in a clay pan. The adjika marinade caramelizes on the meat, providing a spicy, smoky kick that clings to the bone.","ცეცხლოვანი ნეკნები. კეცზე შემწვარი ხბოს ნეკნები აჯიკით. ცხარე, არომატული და ძალიან გემრიელი."
dish_0106,130,cat_0008,იახნი ქობულეთური,Yakhny of Kobulety,Яхны из Кобулеты,22,FALSE,FALSE,FALSE,"საქონლის მკერდი, ნიგოზი, ხახვი, ნიორი, ხმელი ქინძი, ყვითელი ყვავილი, უცხო სუნელი","Beef brisket, walnuts, onions, garlic, coriander, marigold, blue fenugreek",,"A signature dish of the Adjara region. Beef brisket stewed in a rich, buttery walnut sauce. It’s a festive dish, traditionally served at weddings in Kobuleti.","ქობულეთური ქორწილის გემო. საქონლის მკერდი ნიგვზის სქელ, ცხიმიან საწებელში. აჭარული სამზარეულოს სიამაყე."
dish_0107,140,cat_0008,სოკო ყველით კეცზე,Mushrooms with cheese on ketzi,Грибы с сыром на кеци,25,FALSE,FALSE,FALSE,,,,"Mushroom caps filled with Sulguni cheese and baked. The mushrooms release their juices, mixing with the melted cheese for a savory bite.",სოკო სულგუნით. სოკოს ქუდებში ჩამდნარი ყველი. წვნიანი და არომატული - საუკეთესო ცხელი საუზმე.
dish_0108,150,cat_0008,ჩირბული,Chirbuli,Чирбули,25,FALSE,FALSE,FALSE,"კვერცხი, ნიგოზი, პომიდორი, ხახვი, ნიორი, ცოცხალი მწვანილი, კარაქი","Eggs, walnuts, tomatoes, onions, garlic, fresh herbs, butter",,Adjarian breakfast of champions. Eggs poached in a rich walnut and tomato sauce. It’s like Shakshuka but with the distinct nutty depth of Georgian cuisine.,"აჭარული საუზმე. კვერცხი, მომზადებული ნიგვზიან და პომიდვრიან სოუსში. შაკშუკას ქართული, უფრო მდიდარი ნათესავი."
dish_0109,160,cat_0008,აპოხტი სოფლის დედლის (სეზონურად),Apokhti village dedlis (seasonal),Апохтинские деревенские дедли (сезонные),50,FALSE,FALSE,FALSE,,,,"A rare delicacy. 'Apokhti' is salted, dried meat (like jerky) from the Meskheti region. Here, it's likely used in a dish with dough or Khinkali. intense and salty.","მესხური დელიკატესი. აპოხტი - დამარილებული და გამომშრალი ხორცი, რომელსაც კერძებში განუმეორებელი, ინტენსიური გემო შეაქვს."
dish_0110,170,cat_0008,სოკო კეცზე,Mushrooms on ketzi,Грибы на кеци,20,FALSE,FALSE,FALSE,,,,Simple roasted mushrooms. Cooked in a clay pan with just a little oil or butter. The porous clay concentrates the earthy mushroom flavor.,ბუნებრივი გემო. კეცზე შემწვარი სოკო მცირეოდენი ცხიმით. სოკოს მოყვარულთა არჩევანი.
